source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp,parallax_error,pmra_error,pmdec_error
975710093118127104,114.56840117312512,47.74793330835404,25.361337937219183,-15.587978819176037,-166.27869856193536,7.558433,0.767354,0.022152549,0.02074523,0.016375177
977316376527051904,108.11834057883657,45.42177618481159,24.698252983231683,59.61193850119169,8.247197685274966,10.946685,1.7916126,0.018558005,0.02007944,0.020942222
977910937439738240,108.35699974471795,47.546697657520944,28.810896426835605,39.84844836952784,-282.00127942792534,16.780144,4.277916,0.08069568,0.08397125,0.06949642
978338677527779200,106.90707091399625,48.68573489188429,94.21999921776138,-33.985018768684505,-303.867188457908,12.026921,2.8679056,0.024883416,0.029932538,0.029643768
980580929630059520,108.89316098774853,52.119605527024014,23.213269992422244,225.55028877584118,-227.2974707301147,15.002441,2.7566586,0.029278368,0.023613276,0.018948713
980627620217492736,108.51809281317291,52.24998258968049,27.19460576471585,-111.89598560344153,30.310938097903804,11.544332,1.9551611,0.027125312,0.019603336,0.01767367
140403000598619136,44.11116648533808,35.81991033283632,31.931703271068745,-114.25753026622739,-54.21980127537448,15.692441,4.0277586,0.07923359,0.094352916,0.10202803
205635204411687168,76.71714086338693,44.444911366432784,29.564010944645158,13.402392732980223,6.6950338979975665,16.529325,1.0406857,0.06534779,0.07173393,0.062207326
214442601785448960,85.6058918875825,50.644741063127896,38.32153945598393,221.1233731215559,-18.685673344038626,12.703965,2.6631079,0.022040498,0.021390907,0.016905535
229155579195699456,64.97040176423637,42.552042686039414,97.4489959770632,528.6646313195976,-1441.613758240322,15.555148,4.863043,0.09534248,0.08253221,0.057803046
232336328901524608,62.00016183051705,43.812116025427635,25.0910547761805,37.84461823313194,-245.92149094967513,14.430061,2.7788763,0.02627512,0.027010625,0.019036505
233223703502612352,62.05754974064657,44.662245912552685,30.90507585609776,-298.6580205689058,-133.24359985944733,7.555249,0.8865309,0.028758932,0.0277243,0.01969594
235979285795732992,50.18924181378756,39.71647651998424,31.70455903266147,118.5004523162528,-132.28249168118364,11.040422,2.0927868,0.10956621,0.12899975,0.123970725
236827455937195264,52.65853006357648,40.31788863852824,20.993425579938428,-16.614498217762247,-226.8853093564055,9.293793,1.0949116,0.01802618,0.020688297,0.016344324
237363467857253504,53.972705854024085,41.70568684944132,40.60346687332831,1009.9395783843371,142.02695684369422,11.690339,2.137557,0.023253156,0.028085241,0.019036764
239317677974537984,49.69245702892273,41.164916034331995,22.654519889287048,294.46281876671856,-75.55044554552471,13.799542,2.6557665,0.018290805,0.024281017,0.018908592
241996500618616960,53.10907335874553,46.056528981678206,27.05791450617734,-53.12487448844855,-74.82964590824282,5.1920724,0.5679965,0.07764591,0.07589572,0.06621056
243601375278129536,55.916122917080486,43.756352994507765,24.498599142924768,22.834919706990235,-87.22948198936083,15.037976,3.215271,0.035803504,0.038373083,0.034108404
245807579721338752,59.570509731444275,46.47776398222225,23.060375138812887,-134.78869444664372,13.026829651996518,15.409236,0.61796665,0.03270955,0.03347798,0.029715532
256730300028099584,66.05755466685373,45.502842153732495,23.552854143915585,-59.703561780047764,-280.90704965444934,15.645605,3.4125834,0.05410829,0.055617273,0.037888993
259731623173675904,74.69517197267011,50.94232725155364,47.49678089820916,502.40443910267913,-336.7416620102787,10.1602545,2.0392656,0.017995318,0.019632619,0.020983923
266846631637524864,75.85923651184258,53.12163420733134,72.17340591451902,1302.1185621203924,-1537.6442792268324,9.218808,1.9420176,0.017268956,0.022615874,0.016486105
266985479339548288,77.24669572547275,53.82694044346043,23.360307821670027,72.3516666242924,-155.39012773527526,8.12264,1.0277462,0.043553572,0.056693215,0.043722305
269413338449450752,83.13993276958226,57.22008308601614,22.82419828645714,106.52984634889705,-214.6986599089025,12.992037,,0.2018341,0.14651257,0.17853406
270193613748903424,89.9904950627576,60.101472746178295,23.73853512075719,108.21377954426242,211.82631055410315,16.980799,3.9372578,0.097387,0.082344815,0.08464629
276047104422605312,63.04363951423446,54.44538755466634,21.138062864509706,-134.58021648894982,-17.448688842784843,15.965573,3.4205313,0.0426337,0.0434106,0.03436797
