source_id,ra,dec,parallax,parallax_over_error,pm,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,astrometric_excess_noise,ruwe
2271559205868447104,315.5023706945059,70.1398585777788,11.19257215146695,46.0495,102.79649,-53.7760335880287,-87.60854184613672,19.564402,20.27706,18.929653,1.3474064,0.0,0.9283173
2274517377479713024,310.0172356721008,70.92341368861318,10.68379115286898,31.4381,68.18546,-68.00119555694985,-5.009439403087338,20.089058,20.504791,19.47514,1.0296516,0.0,0.98889977
2282513747589710464,340.1423499363861,78.13970752226038,17.8644448831869,62.313667,147.93126,99.42745766848495,-109.53464320355374,19.625887,21.43599,18.087982,3.3480072,0.48043674,0.9918107
2284414867619837056,331.8368621594971,79.30239908967935,12.483019426805985,14.295489,12.551256,-0.09503615313558367,12.550896077565929,20.770025,21.617146,19.091553,2.5255928,0.7708108,1.0064899
2311088160714663168,359.72786811511577,-35.89979753104534,12.359050543870381,41.346886,112.84462,-105.4381709886179,-40.20821315182506,19.12861,19.668215,18.54874,1.1194744,0.0,0.9967313
2312080126361231488,357.78321016069793,-35.05958874728438,15.493702777140651,74.51645,186.00433,-5.999868449105343,-185.90753627125312,18.709822,19.147045,18.089365,1.0576801,0.0,1.0364983
2341766188693540864,359.9921291799395,-20.130202977866556,32.75386994684283,114.16102,661.50464,407.197772043182,-521.323666077687,19.01066,21.188301,17.443056,3.745245,0.86715955,1.0369564
2349779910471541888,9.849155846502033,-22.94539978665206,21.406950713953503,87.84688,213.80066,210.00025085123713,40.132502700829704,18.407434,20.978838,16.894428,4.0844097,0.75630003,0.94396144
2353173926773144192,20.009484816250147,-21.45382643178331,10.112038183908652,24.683922,230.06024,179.55972752902153,-143.8263560724569,19.865849,20.401945,19.18236,1.2195854,0.76234204,1.0158908
2354448230685534592,19.530419837581757,-19.429766059501397,16.588722462850896,76.56881,88.440216,54.34097624971478,69.77628498661657,18.593395,21.126183,17.123287,4.0028954,0.7480941,0.9887284
2395180321835820800,352.31930917885524,-16.763362326485634,19.723734100224746,143.47195,109.773964,105.86640897152024,29.028041651573997,18.190516,18.63555,17.598148,1.0374012,0.0,1.0159079
2395984030477271680,343.5089280036752,-23.718800622967347,24.40566628767034,109.500946,430.7155,427.9510577192482,48.72113116748668,18.651676,19.331234,17.82241,1.5088234,0.0,1.0021464
2410908771246898176,343.4014451022774,-14.641314902844078,27.354849454472994,217.67479,584.8998,583.9015563865696,-34.157373416686525,17.510801,17.903883,16.929737,0.9741459,0.32338127,1.0817561
2426570283591885056,7.91378069517023,-9.364356948279227,10.105215738829866,24.070492,182.09389,78.08414721502325,-164.50242827017158,19.562693,21.677471,18.11195,3.5655212,0.4712146,0.9839948
2436043980719301504,357.6780970641067,-8.772507497722975,16.185920708719724,82.880745,255.26694,214.96258310701745,-137.66734955237433,18.608791,18.916122,18.067831,0.8482914,0.0,1.0189507
2437218022914818432,353.9826850661188,-9.434187130511262,15.25723672669103,36.272987,141.78816,43.53392288489313,-134.93953704499856,18.796595,18.635454,17.60297,1.032484,0.48855364,1.0945442
2456022519312921472,18.500222172776372,-14.139917652701376,28.199297865266033,120.936165,445.60495,262.77668665736735,-359.8780054131536,18.737295,21.318329,17.173084,4.1452446,0.8741789,1.0496602
2459297728228981760,27.92960177427213,-13.219684874335583,18.379280956768838,105.22675,367.20413,366.68775044668695,-19.466910783029324,18.249332,20.699297,16.758116,3.9411812,0.8225417,1.1049459
2540822937721559808,7.1612803570194465,-2.4935829033826686,15.178131368107644,36.49346,165.15868,-110.92804190397733,122.3615873540951,19.369078,19.933409,18.644339,1.2890701,0.0,0.94082123
2618224196924872576,327.36499806132065,-9.008503751123788,21.637248432372548,42.937202,811.2749,734.1508166218504,-345.23838969678405,19.5095,20.262865,18.677454,1.5854111,0.79874337,1.0918664
2651439923508503552,347.19538544535783,0.6510520773824288,10.628735946649174,33.522324,177.50023,170.99976322334618,-47.59636398871333,19.561981,20.145184,18.950905,1.1942787,0.0,0.99268305
2659955125669660160,353.10721746479055,3.9485523106394234,19.339818463545566,60.164986,137.73894,128.7752995155156,-48.87675269284839,19.000406,21.436306,17.474344,3.9619617,0.9764143,1.0639287
2666668713604000256,326.3667365542233,-7.576361106497912,16.251483635557896,17.036152,194.92332,186.6777726955591,-56.093757769461995,20.244047,21.582125,18.683105,2.8990192,0.44189048,1.0198557
2686976036241883520,325.0155316823326,-0.8332721982334194,26.32330738011512,190.4137,33.820774,26.30922123669567,21.25252024635965,17.819538,20.732813,16.306942,4.425871,0.5128742,0.9781551
2693095097621419648,320.5511061176594,4.230598362107293,41.29650575679993,757.4256,420.22156,-75.8447733692829,-413.32035511439267,16.537857,17.001345,15.8923,1.109045,0.0,1.0208254
2701128748048567040,324.29591352295824,6.616540256984849,14.642684409482959,43.457737,384.89694,383.36309595192733,34.327637179440615,19.355797,21.283278,17.842379,3.440899,0.8911904,1.0238036
2701648056840319104,326.8230126372737,7.845949402192137,11.133077870213341,27.81622,196.77328,58.950797700364575,-187.7352613311815,19.73292,20.25662,19.03272,1.2238998,0.0,1.0057566
2711925913578735360,345.48015368480065,7.1339528832332215,12.235414688047232,12.475245,92.50085,-44.81526302042334,-80.91970806464161,20.29321,20.866343,19.510277,1.3560658,0.5592579,1.0615958
2730923481641490944,337.6637691645969,12.540662982210526,11.220921184420336,33.75303,114.271,109.95206384941459,-31.11922334702247,19.353653,19.753159,18.820013,0.9331455,0.2592919,1.0058426
2732530211729252608,341.60267347185396,15.282237990177148,14.983606849299886,39.5536,85.679634,40.2793577872202,-75.62124398831011,19.631035,20.386084,18.861217,1.5248661,0.0,0.9755909
2813089435832924288,352.95747310455255,13.68809279099635,10.132026519905288,12.640306,33.202835,9.596775261518001,-31.785689233219667,20.547699,20.744358,19.974857,0.76950073,0.0,0.97908247
4963834510195056896,34.159854548234634,-39.05928155385505,10.0584749501765,32.316956,15.051884,-7.35025973297068,-13.135177814284372,19.7634,20.260876,19.20103,1.059845,0.80418825,1.0515052
5020198602971353856,31.031274014746238,-30.065000094672623,13.805339646344434,28.924189,230.39622,224.969922686115,-49.70872506581894,20.06597,20.523397,19.470896,1.0525017,0.0,0.959586
